is_luxury,price,square_footage,num_bathrooms,num_bedrooms,backyard_space,crime_rate,school_rating,age_of_home,distance_to_city_center,employment_rate,property_tax_rate,renovation_quality,local_amenities,transport_access,fireplace,house_color,garage,floors,windows,previous_sale_price
No,185241.968,1378.95,1.624957285,3,421,22.48,7.93,105.32,15.02,98.36,0.96,7.54,6.92,6.14,Yes,White,Yes,1,22,233919.3775
No,272175.1689,550,1,3,78.01,38.2,6.34,23.61,11.65,87.43,1.72,6.5,7.17,8.28,No,Green,Yes,1,9,204425.7091
No,234171.1958,550,2.623655516,3,692.51,46.01,7.65,31.68,18.58,96.22,0.7,5.95,5.73,8.45,No,Red,No,1,22,219823.9723
No,218988.0487,550,2.781420233,2,899.21,4.96,4.74,7.26,11.16,95.25,1.36,3.78,6.72,6.94,Yes,Yellow,No,1,22,227060.8728
No,178287.6262,1275.64,1.165589586,3,514.5,18.05,8.55,46.18,13.27,99.84,1.63,8.86,9.86,7.84,No,Yellow,No,1,10,159001.4417
No,123699.6303,550,1,2,419.16,24.11,7.56,7,13.14,91,2.09,2.77,3.51,1.39,Yes,Blue,Yes,1,11,55537.75231
No,189396.4227,1068.86,2.105990217,3,190.67,10.09,7.06,23.14,14.36,96.08,2.72,3.31,5.69,6,Yes,Green,No,1,2,103584.0956
No,180417.0395,550,2.618337523,2,809.64,33.09,5.8,40.11,44.1,99.9,1.86,5.14,9.01,6.51,No,White,Yes,1,20,130176.5017
No,99796.15875,550,3.018787009,2,424.57,18.32,5.71,78.62,32.93,99.9,0.61,2.11,1.55,6.61,No,Green,Yes,1,16,20092.31553
No,133338.4679,672.57,1.378387382,4,128.28,22.59,9.14,76.08,32.85,89.02,1.55,1.86,4.78,5.07,No,Red,Yes,1,20,64800.0776
No,126781.413,579.44,1.1366348,2,511.53,43.53,7.57,46.21,8.27,90.16,1.52,3.62,7.11,5.3,No,White,No,1,14,42451.65761
No,114903.9616,550,1.699246646,2,130.27,2.44,7.42,54.68,26.91,87.55,1.38,3.2,6.96,5.29,No,Blue,No,1,16,81728.58496
No,222754.4147,901.84,1,3,280.13,43.2,5.75,55.74,20.29,89.06,1.43,6.07,4.09,6.85,Yes,White,No,1,10,203659.1809
No,210158.5888,550,1.455695646,5,734.97,42.68,7.21,39.9,11.18,91.14,2,4.53,5.76,6.04,Yes,White,No,1,16,182313.1519
No,107131.8222,550,2.118715136,2,780.34,44.25,1.39,78.83,19.04,97.08,2.07,0.82,9.97,7.03,No,Blue,No,1,17,19005.8778
No,216518.4468,1507.57,2.609054305,3,171.64,27.28,8.01,74.21,1.79,87.27,1.83,5.95,8.69,8.6,No,Yellow,No,1,20,327978.5253
No,146353.5765,560.16,1,4,414.34,13.85,2.97,20.8,24.21,94.9,1.61,3.75,6.47,4.24,No,White,No,2,26,73665.96697
No,214815.5527,895.96,2.330410149,3,705.96,2.17,5.68,55.01,3.77,95.34,1.81,7.48,6.66,6.56,No,Red,Yes,1,15,228908.9864
No,153869.4399,918.52,1,1,914.78,19.65,3.53,67.74,30.11,94.24,1.5,2.81,0.15,6.17,Yes,Yellow,Yes,1,21,57468.5458
No,259348.0402,557.42,2.316480357,2,471.9,12.1,6.37,33.49,22.78,93.52,1.58,4.79,10,7.33,No,Blue,No,1,31,138152.7933
No,201157.2822,1145.91,2.667758808,3,561.14,23.37,5.76,89.58,34.89,94.33,2.77,8.06,8.21,6.43,No,Blue,Yes,1,17,213036.8585
No,242803.9532,709.22,2.003645045,4,488.94,47.73,5.47,31.88,0,89.78,0.97,6.13,6.11,5.2,No,Yellow,No,1,11,311456.5819
No,214175.3206,1098.04,1,3,734.54,31.86,8.11,52.24,2.07,91.29,2.01,1.55,9.79,8.82,Yes,Green,No,1,9,191986.2025
No,127203.659,1019.29,2.759608856,1,213.36,46.16,5.72,44.75,44.77,96.64,1.26,5.16,10,7.66,No,White,No,2,19,59072.23737
No,277613.6908,1839.78,2.188693987,2,970.42,13.55,9.7,46.37,40.66,99.9,0.61,3.88,3.01,5.54,No,Yellow,No,1,27,295321.6701
No,261593.4921,550,2.432889702,3,196.21,30.02,3.64,4.38,13.8,87.73,2.05,7,8,6.37,No,Green,Yes,1,16,182241.1725
No,191999.5385,1004.32,2.949058372,2,493.74,50.91,6.83,72.78,25.3,91.29,0.8,3.24,2.41,3.64,No,White,No,1,20,250193.7114
No,212750.9135,1492.61,1.835527414,3,544.93,25.74,6.68,57.18,21.06,94.44,1.43,4.32,3.5,3.98,No,Green,Yes,1,20,248286.9784
No,185176.1107,866.59,1,4,443.86,38.24,6.31,20.68,8.41,90.22,0.86,2.87,0.35,3.18,No,Yellow,No,1,5,212913.9279
No,196708.7074,1258.21,1.714074971,2,186.08,29.21,6.51,59.26,18.27,88.44,1.68,2.58,4.89,5.3,No,Yellow,Yes,1,18,168180.8527
No,228904.7746,826.42,2.507471586,3,549.53,39.7,5.31,87.64,16.22,89.16,1.23,2.02,7.64,5.92,No,Blue,No,1,21,157010.9117
No,150205.808,930.22,1,2,347.87,30.8,5.95,35.68,43.49,98.36,0.43,3.14,6.81,6.55,Yes,White,No,1,10,84151.19848
No,261380.4163,1376.46,1.786360356,1,620.53,43.32,5.66,39.55,32.62,88.42,1.08,3.76,3.58,6.76,No,Yellow,No,2,39,169545.6073
No,251984.0737,1655.49,2.058318642,3,607.94,9.66,5.15,14.08,6.03,94.35,1.55,3.8,2.95,6.41,No,Green,Yes,1,21,376378.7618
No,251183.1563,1162.8,1.553396215,4,521.97,19.53,6.91,12.83,8.28,91.23,2.54,4.59,4.71,6.39,No,Blue,No,1,21,488615.1287
No,111551.2801,752.35,2.166951471,1,723.63,53.33,6.48,61.57,39.25,98.83,1.03,4.72,8.86,6.58,No,Yellow,No,1,31,21393.39346
No,92938.70913,960.39,2.285729073,1,56.01,48.45,5.06,45.56,19.38,99.9,1.57,4.89,7.54,6.93,No,Blue,Yes,1,14,2548.52884
No,169035.3533,550,1.897350371,4,486.27,12.81,6.38,60.7,4.78,91.55,1.59,3.47,6.31,5.57,No,Green,Yes,1,13,225663.4051
No,225737.5059,839.86,2.136883246,3,1022.66,44.57,7.8,55.82,5.69,91.79,1.04,4.86,5.25,6.58,No,Red,Yes,1,13,274953.7258
No,222960.7761,657.08,1.512336617,4,52.16,35.64,5.75,56.93,32.81,98.85,2.27,3.69,5.8,4.08,No,Red,No,1,12,169984.7819
No,237318.6527,945.51,2.408829723,4,585.59,4.92,9.8,28.81,12.59,91.57,2.04,6.9,4.82,4.96,Yes,White,Yes,1,5,510196.8094
No,275840.3174,935.51,1.895103414,3,308.27,43.09,6.35,67.99,45.69,95.75,1.75,5.55,6.2,5.68,No,Blue,Yes,1,18,207388.443
No,268498.1044,1396.11,2.189083886,3,149.42,46.15,6.06,63.25,29.82,96.07,1.48,4.97,8.68,3.41,No,Red,Yes,1,18,279610.689
No,187888.8282,1456.45,1,2,618.87,2.93,6.97,58.36,30.25,97.83,1,5.04,9.42,5.69,No,Blue,No,1,19,184092.6755
No,182404.964,1658.43,2.428461505,1,460.71,18.86,3.84,36.67,7.41,99.47,1.56,3.94,3.27,4.16,Yes,Yellow,No,1,10,217246.4263
No,242853.308,550,4.208386677,2,154.58,41.08,4.65,27.46,1.69,85.53,1.76,0.67,3.28,7.88,No,Yellow,No,1,6,174203.6892
No,222967.9606,683.73,1,4,121.3,41.44,6.69,5.49,21.6,95,0.79,5.03,2.63,7.28,Yes,Red,No,1,25,215777.7538
No,203289.7325,909.57,1.705259481,3,695.96,9.5,8.84,108.59,38.79,99.46,1.64,5.69,5.56,7.48,No,Yellow,Yes,1,12,251982.2197
No,232326.4253,550,2.017275534,3,331.95,29.97,6.17,60.27,16.33,88.98,1.05,4.31,4.18,4.94,No,Red,Yes,1,19,142701.7764
No,172292.0926,635.14,1.095115158,2,348.47,34.49,8.26,4.91,23.88,96.15,1.37,5.7,1.54,6.18,No,Blue,No,1,17,101566.3019
No,205364.9148,682.7,2.087363198,2,255.42,20.91,8.04,111.7,17.84,97.95,1.55,3.75,5.97,6.69,No,Blue,No,1,6,164935.7466
No,118339.1469,1336.58,1.472491479,1,938.65,48.3,5.45,75.04,5.11,96.15,2.19,5.13,5.71,4.1,No,White,No,1,7,21625.84674
No,253706.2029,550,1.238066639,1,88.46,39.1,3.42,37.71,37.43,85.48,1.6,2.65,5.29,6.5,Yes,Blue,No,1,12,157228.1596
No,216663.4381,837.35,1,3,464.09,39.42,5.2,8.64,14.07,82.06,0.72,1.59,10,6.97,No,White,No,1,15,133694.9109
No,215742.7482,550,1,5,210.44,41.76,8.85,69.84,7.09,95.69,1.29,3.89,7.73,8.2,No,Green,No,1,26,92543.22644
No,269320.9444,550,2.17305181,1,357.36,36.28,5.55,15.72,11.95,93.35,1.59,3.05,6.98,5.06,Yes,Yellow,Yes,1,15,156793.0892
No,231129.7199,936.56,1.676477184,2,268.22,30.81,7.1,33,16.34,91.73,1.28,4.93,1.75,8.16,No,White,No,1,15,142489.631
No,146561.8749,741.88,2.44212541,2,410.81,64.32,3.76,26.18,17.91,82.96,2.24,0.08,4.79,5.26,No,Red,Yes,1,12,126059.9081
No,266026.8228,868.81,2.585261194,2,191.56,31.67,8.42,41.32,13.12,86.79,0.68,2.44,0.97,3.01,Yes,Yellow,Yes,1,9,327942.3978
No,154621.59,550,1,4,335.68,39.89,5.08,43.35,3.48,97.4,0.92,3.99,10,4.34,No,Yellow,No,1,23,152405.9201
No,235149.0994,857.78,2.751950305,3,615.54,27.79,3.42,25.63,12.94,94.34,1.18,3.7,4.39,6.87,Yes,Yellow,Yes,1,9,282915.8867
No,118318.55530000001,550,1,3,496.46,17.29,2.85,114.72,22.01,92.34,1.93,2.96,6.05,9.15,Yes,Yellow,No,1,21,4747.917512
No,179974.6589,550,1,2,362.85,22.98,3.62,86.2,22.53,92.35,1.37,2.36,6.6,4.85,No,Green,Yes,2,16,71190.4955
No,249306.0817,1312.12,1.822728798,4,821.74,18.96,7.75,53.84,6.32,85.51,1.66,5.29,4.66,8.37,No,Blue,No,1,9,354201.8406
No,239369.4839,695.98,1,4,885.73,18.15,9.4,2.25,15.9,94.86,1.9,4.23,9.81,9.19,No,White,No,1,15,218269.7856
No,168852.6152,1572.19,1,3,278.54,37.99,6.96,90.82,26.71,99.9,2.24,4.71,2.32,4.13,No,Yellow,No,1,11,177524.7118
No,104158.8928,690.05,1.378203219,3,538.02,35.7,5.59,17.84,5.59,89.42,0.87,4.28,3.73,5.81,Yes,Yellow,No,1,20,2295.205062
No,205722.127,550,1,1,312.79,82.59,3.72,39.29,31.48,92.23,1.7,3.73,6.22,5.98,No,Green,No,1,5,223496.2346
No,182677.8882,931.09,1.113645961,3,710.41,0.12,7.36,42.88,1.76,99.9,0.64,4.71,10,9.19,No,Yellow,No,1,10,164916.2286
No,178337.6542,1312.45,1.133917508,2,254.48,74.74,5.62,52.27,33.63,86.17,2.38,4.56,5.98,6.43,No,Blue,No,1,18,118721.3214
No,109353.449,760.31,1,2,458.1,38.12,6.05,44.96,41.36,95.92,2.27,1.91,4.55,4.46,No,Green,No,1,13,7520.380337
No,157550.5442,849.06,1,2,31.41,46.06,6.26,47.77,2.22,87.56,1.05,5.21,2.72,4.7,Yes,Blue,No,1,17,243261.6328
No,153573.3276,1199.79,1,3,798.36,44.94,7.65,82.9,8.06,95.75,1.25,5.91,5.28,5.82,No,Yellow,Yes,1,15,126020.4507
No,132997.0632,1002.88,1.215142348,2,1017.57,22.95,4.06,90.51,9.42,94.26,1.51,4.45,0.09,4.76,Yes,Blue,No,1,10,64456.56828
No,149533.4247,550,1.722360824,4,697.31,36.49,5.96,30.3,23.89,84.98,0.67,3.17,5.1,3.29,No,White,No,1,8,73425.08501
No,151889.2561,1185.79,2.14321221,2,299.17,7.32,7.34,37.32,14.17,99.9,1.44,3.12,6.29,5.84,No,Red,No,1,8,72644.83547
No,207601.5597,904.42,1.063157929,3,334.34,30.02,5.32,59.97,20.21,86.83,1.33,5.5,3.7,8.75,No,Yellow,No,1,7,109717.6017
No,251081.8918,550,2.63613339,4,55.88,43.24,8.03,9.11,21.18,99.9,1.8,5.85,8.63,8.59,No,Blue,No,1,15,299080.0829
No,276698.6903,645.97,1,3,306.13,39.96,4.49,65.6,2.79,91.41,0.69,3.23,4.19,4.89,No,Green,No,1,18,218044.8076
No,165031.6016,695.79,3.19872624,2,83.24,47.32,6.06,47.77,7.97,93.74,1.44,4.29,4.41,3.69,No,Green,No,1,6,79052.54416
No,244113.9497,1551.51,3.005564594,2,285.33,45.07,9.15,59.96,8.5,78.98,1.87,5.59,7.5,9.57,No,Green,No,1,14,463662.0609
No,203642.5544,1129.85,1.280746678,4,558.24,4.93,8.21,33.4,45.49,99.07,1.79,5.55,6.87,6.18,Yes,Blue,Yes,1,27,235210.9835
No,112204.4099,581.23,1,3,763.99,17.23,8.6,59.57,29.59,93.95,2.14,1.01,4.9,5.52,No,Red,No,1,13,39236.37427
No,192413.1469,558.96,4.150019273,2,235.51,60.72,8.29,93.16,22.11,98.49,1.63,5.01,7.76,6.03,No,White,Yes,1,14,221524.3637
No,261345.8061,696.64,1.461289673,5,435.51,33.41,7.66,167.1,22.22,99.9,2.03,3.29,6.45,6.06,Yes,White,No,1,13,308918.3544
No,269144.7304,948.18,3.356351663,2,122.42,27.35,5.85,8.22,37.12,95.61,1.14,6.97,7.33,6.45,No,Yellow,No,2,31,297613.9704
No,255615.0412,1319.79,2.542387545,4,435.17,53.16,7.02,62.69,7.32,97.15,2.1,6.81,7.18,8.4,No,Yellow,No,1,10,265777.1071
No,122833.9709,739.23,1.617846731,3,583.95,38.27,6.59,46.92,31.78,93.8,1.36,5.13,4.05,5.17,No,Blue,No,1,16,81135.44737
No,270876.7096,550,1.227384634,2,9.16,54.6,5.68,30.07,6.25,91.6,1.21,0.89,5.76,4.76,No,Blue,Yes,1,6,172761.9045
No,168716.8081,550,1.900055086,2,293.55,33.32,4.72,18.18,34.02,83.76,1.19,2.59,6.76,6.38,Yes,Green,No,1,21,112458.3855
No,237747.1793,1123.28,1.523314424,3,274.49,53.25,6.54,45.54,8.69,95.15,1.33,7.44,10,6.79,No,Blue,Yes,1,19,264794.4949
No,178009.8491,1052.32,1.217644474,2,590.87,28.25,5.74,71.14,2.73,87.37,1.74,3.53,7.43,8.75,No,Yellow,Yes,1,18,96500.23184
No,136281.9799,1167.09,1.357589204,2,498.37,35.05,6.82,46.91,24.77,96.27,2.26,5.29,4.34,4.34,No,Red,No,1,6,55168.48331
No,239657.1267,550,3.458587459,5,550.62,58.75,7.73,9.94,26.9,91.61,1.79,1.52,8.54,4.45,No,Green,No,1,20,222234.5043
No,182601.1792,550,2.8524211,3,637.83,26,10,15.36,10.04,99.9,1.17,4.49,3.6,2.97,Yes,Blue,Yes,1,12,206639.3456
No,178847.5692,905.66,1,2,1061.04,29.67,6.9,70.01,16.1,99.9,1.35,5.04,8.22,6.47,Yes,Red,No,1,17,108379.2727
No,106683.0052,728.73,1,2,699.78,8.5,6.3,27.2,3.16,90.23,2.22,1.95,9.53,6.18,No,Blue,Yes,1,12,22262.34776
No,267934.4178,730.57,1.605005255,4,144.83,38.1,6.49,67.26,0.68,83.03,2.31,4.84,5.3,6.62,Yes,Red,Yes,1,10,172317.0729
No,267888.0566,968.6,4.3704500060000004,3,625.87,45.22,7.04,13.54,2.28,96.71,0.68,5.93,5.45,6.79,Yes,Blue,No,1,15,376588.7389
No,176426.4574,709.62,1.86213112,4,100.66,27.96,6.08,7.95,7.71,95.36,2.28,2.74,5.8,5.25,No,Green,Yes,1,6,204579.1719
No,121533.3732,1207.69,1.032576966,2,716.4,29,6.62,13.35,19.98,88.5,1.29,0.09,7.35,7.85,No,Green,No,1,9,25365.84691
No,112697.6057,550,2.987709527,2,61.99,19.9,4.08,49.1,44.28,93.29,1.83,0.67,1.18,2.92,No,White,No,1,18,35257.12084
No,248789.3322,550,2.859258942,2,112.47,41.8,8.28,65.5,15.97,93.52,1.15,4.68,5.79,5.41,No,Green,No,1,12,164650.3713
No,211134.6658,698.31,2.075840252,2,98.81,44.86,5.82,73.66,26.45,99.65,2.01,2.7,4.72,5.84,No,Red,No,1,8,124951.696
No,146992.1027,550,1,3,1004.72,31.04,6.58,59.59,5.88,90.17,1.34,2.74,8.6,6.44,No,Blue,No,1,18,123472.3321
No,158116.3485,579.11,2.186502328,3,503.17,25.53,5.05,112.41,9.67,82.98,1.53,4.48,6.19,7.28,No,White,No,2,36,153724.981
No,278913.6611,1082.01,2.886157968,3,250.14,21.63,6.59,36.72,7.76,95.82,0.36,7.41,10,7.08,No,Blue,Yes,2,48,383742.4214
No,166416.1392,1384.34,2.010225354,1,514,56.25,3.51,57.42,2.02,87.3,1.99,3.16,5.38,2.85,No,Green,Yes,1,13,155055.7088
No,257001.1014,1333.9,2.664107348,4,978.39,47.77,6.25,55.63,0.8,93.36,1.93,6.27,4.64,5.11,No,Blue,No,1,10,334283.3214
No,194777.6616,550,2.060659189,3,422.57,31.04,7.61,70.56,17.48,92.86,2.4,4.71,4.34,3.88,No,Blue,Yes,1,11,123785.6123
No,260661.6555,1454.19,1.712802724,4,599.84,51.1,6.99,101.47,7.77,95.25,2,3.43,10,8.15,No,Red,No,1,10,272226.5919
No,184345.9638,955.54,1,3,499.79,30.07,4.5,10.83,12.74,88.35,1.5,4.33,2.7,7,Yes,Yellow,No,1,14,126517.4866
No,217355.5061,1371.91,1.947107916,2,906.34,3.62,5.13,5.79,1.85,86.98,1.83,3.38,9.46,5.38,No,Blue,No,1,22,418871.7147
No,158717.4633,550,2.647041953,3,574.77,42.01,6.45,57.96,30.3,99.9,2.1,1.94,7.96,5.94,No,Yellow,No,1,4,111483.7929
No,239890.6814,550,2.32096047,3,9.28,2.23,9.37,99.46,19.89,99.9,1.54,4.35,10,6.63,No,Blue,Yes,1,15,135482.4152
No,194963.479,550,1.090923596,3,795.81,39.14,5.61,22.71,13.16,87.84,1.28,1.08,9.87,6.56,No,Blue,No,2,40,140097.9748
No,104735.1932,550,1.082420434,2,342.05,37.68,3.79,11.35,47.23,91.46,2.42,4.98,6.17,4.92,No,Yellow,Yes,2,35,-4390.753336
No,213896.1784,550,3.276078857,2,174.87,34.25,8.09,52.45,5.62,94.87,1.86,8.69,6.24,6.3,No,Blue,No,1,8,214486.983
No,212264.3216,692.45,1.699053577,3,733.19,6.93,6.78,13.57,6.11,99.9,1.37,2.02,5.63,5.98,No,White,No,1,11,123398.3183
No,113969.9106,683.04,1,2,245.15,23.32,3.77,32.35,15.52,90.57,2.02,2.25,5.6,7.04,Yes,Blue,No,1,21,18105.07791
No,249996.4094,2061.01,1.513392528,3,609.15,6.65,7.61,45.32,18.95,89.56,1.68,5.96,8.21,4.59,No,Red,No,1,14,334948.7634
No,152308.4204,874.53,1,3,381.24,40.79,5.8,82.95,22.35,96.08,2.07,3.56,4.66,5.74,Yes,Green,Yes,1,2,180441.0288
No,243722.0049,876.67,1,4,117.86,12.17,5.49,4.85,11.85,95.28,0.85,6.32,9.22,6.87,Yes,Yellow,No,1,18,268412.068
No,202422.2535,570.34,1.552026089,2,436.75,51.91,4.08,48.41,22.34,95.22,2.01,4.6,10,6.58,No,Yellow,No,1,2,138662.5684
No,144362.9708,680.27,1,2,389.08,11.22,6.04,73.45,24.28,99.9,0.88,3.68,7.19,9.2,No,Green,No,1,19,72590.82719
No,135240.9527,550,2.075060066,1,175.5,45.15,3.74,73.93,25.49,94.04,2.48,4.21,5.43,7.7,No,White,Yes,1,18,44186.82009
No,201575.1283,884.33,1,3,119.82,3.99,9.03,3.26,10.05,96.91,2.18,5.4,10,6.21,No,White,Yes,1,20,137965.4967
No,132104.0494,907.51,1,3,875.99,24.46,6.86,56.63,11.87,96.98,0.98,5.34,5.42,4.79,Yes,Green,Yes,1,18,99513.21342
No,159538.5303,1014.33,2.108076271,2,340.75,42.34,4.97,15.66,35.01,89.29,1.77,4.18,9.74,9.38,No,White,No,1,9,189581.5167
No,174594.5713,550,1.441232582,2,154.05,4.63,4.52,55.35,5.53,90.24,1.52,5.36,6.4,5.77,No,Blue,Yes,1,20,171268.9436
No,157001.7057,550,1,3,488.87,45.5,3.4,111.9,27.78,99.64,1.95,2.51,4.46,3.61,No,White,Yes,1,8,42569.78289
No,243173.1802,1620.01,1.632600374,2,940.72,35.52,6.19,44.53,6.41,95.22,1.02,3.81,6.82,7.53,No,Green,No,1,21,260011.399
No,132210.7474,1148.42,1.155008493,2,411.71,7.21,2.47,25.25,15.32,96.28,1.6,4.42,8.77,7.01,Yes,White,Yes,2,33,35075.44666
No,195405.9082,1562.69,1,3,498.85,65.8,8.41,23.76,48.1,96.45,2.04,5.53,7.26,7.79,No,Blue,No,1,10,219715.3461
No,257055.2759,937.88,2.907845566,3,491.91,17.61,7.54,10.5,1.57,94.62,0.18,6.64,10,7.37,Yes,Green,No,2,34,681644.3535
No,188491.6851,1008.1,2.48363363,2,764.26,21.14,3.13,86.49,35.36,92.08,2.51,3.68,5.12,6.98,Yes,Green,No,1,5,144078.848
No,115019.541,869.73,1,2,211.54,31.82,6.3,59.5,3.23,96.01,1.76,3.62,5.99,5.71,Yes,Yellow,No,1,17,31266.94641
No,100174.4082,1029.9,1.650789666,1,1071.09,34.01,4.65,27.01,25.25,89.98,1.38,4.45,5,5.37,Yes,White,Yes,1,10,16490.42102
No,152297.6017,700.9,1,3,840.32,0.29,6.09,92.84,8.42,87.5,1.77,5.08,1.85,2.4,Yes,White,Yes,1,18,69497.04211
No,228863.4452,1412.23,4.6183379,2,827.51,35.62,8.64,55.21,52.57,87.69,1.61,2.78,1.8,5.25,No,Green,Yes,1,9,319189.3256
No,171144.9269,679.22,2.302685334,3,804.42,34.8,4.02,39.2,27.36,94.98,2.43,3.26,5.58,4.8,No,Yellow,Yes,1,17,167832.7834
No,257123.6481,550,1.746833229,1,1047.11,44.9,4.5,11.89,30.43,96.61,2.2,1.31,9.64,8.75,No,Blue,Yes,1,16,196153.7507
No,241383.5785,550,1,4,697.67,13.41,7.95,44.56,12.76,98.1,0.69,4.45,3.85,3.81,No,Red,Yes,1,15,161309.3983
No,126206.8993,550,1.972925609,2,669.64,23.69,3.36,29.22,11.53,81.09,1.85,3.95,8.5,5.13,No,White,No,1,12,41150.01198
No,162549.3752,937.22,1.40045717,2,221.18,10.91,3.43,23.88,9.65,84.52,1.31,2.02,6.44,7.83,Yes,Red,No,1,16,127069.7406
No,228217.1805,1557.14,1.179427862,3,124.6,34.25,7.29,75.82,28.92,90.66,1.87,5.71,9.12,6.36,No,Yellow,No,1,6,174333.8793
No,98540.95607,1107.54,1,1,645.26,10.61,4.75,82.1,14.18,89.27,0.82,0.6,5.12,3.83,No,Green,No,1,8,10463.75471
No,263745.9375,1300.04,1.863375947,4,554.01,19.04,7.45,47.27,7.89,92.4,1.93,5.06,3.63,3.01,No,White,Yes,1,16,331499.7481
No,204548.7601,1191.08,2.352083642,1,988.35,65.89,5.37,38.99,26.4,91.77,1.49,3.99,0.48,5.47,No,Yellow,No,1,10,137393.083
No,144117.9962,965.86,1,1,642.49,14.35,2.94,60.96,8.82,89.31,1.79,3.56,3.23,5.59,No,Green,No,1,13,54700.76267
No,188420.495,638.75,1.433183066,3,416.38,4.71,2.05,9.18,4.01,97.39,0.08,3.93,7.84,5.89,No,Red,No,1,20,107653.5454
No,252608.5174,891.53,2.432076243,3,452,41.16,6.81,44.1,12.99,89.85,1.2,4.87,5.81,7.78,No,Green,No,1,14,303988.0887
No,149865.9541,831.59,1,3,678.73,13.45,7.23,5.67,5.51,99.5,2.73,8.17,5.98,2.21,No,Red,No,1,19,59297.56455
No,261979.9442,918.9,1.422452121,3,403.11,48.74,4.63,68.8,26.56,82.09,1.52,3.56,5.49,4.43,No,Green,No,1,9,145333.4683
No,209281.8858,795.02,2.608899077,2,505.39,39.19,6.88,8.31,14.3,96.51,1.86,3.73,2.78,1.83,No,Yellow,Yes,1,6,115584.9538
No,89910.43313,591.18,2.555355709,1,432.3,14.47,8.18,22.72,21.14,99.9,1.07,2.56,8.03,5.83,No,Green,No,2,28,-3571.995621
No,262653.3923,878,3.270514636,3,257.23,44.28,4.95,85.39,6,96.64,1.69,3.62,4.06,8,No,Blue,Yes,1,14,312523.6338
No,264350.6073,1367.23,1,4,430.85,51.66,5.59,10.51,11.21,82.48,1.79,5.51,8.59,5.92,Yes,Green,Yes,1,13,496024.6773
No,165341.6144,550,2.736537412,3,72.28,66.56,7.47,87.37,20.48,96.32,2.07,4.02,9.69,6.31,No,Red,No,1,17,203468.3348
No,268927.7861,550,2.685210629,3,652.27,14.79,7.6,4.84,13.41,95.65,0.94,8.67,7.65,7.09,No,Yellow,No,1,4,315626.4274
No,138522.2516,550,1.266494643,3,855.73,41.36,7.16,39.47,16.19,99.66,0.03,3.28,3.59,3.37,No,Yellow,No,1,11,51355.09586
No,247871.7929,550,1.849126668,3,136.51,49.92,3.83,1.5,26.72,94,1.69,6.79,10,10,No,Green,No,1,12,287097.3558
No,150396.4581,550,1.039750998,2,899.22,51.62,2.66,38.94,15.11,83.31,1.4,4.04,2.79,5.34,No,Yellow,No,1,16,102522.8054
No,198274.6968,550,2.480632076,3,851.92,54.42,7.51,2.22,19.67,94.39,1.66,3.29,6.49,4.41,No,Yellow,No,1,9,108170.334
No,154994.5258,685.34,1.271767041,2,929.85,35.17,6.46,29.55,44.02,97.41,2.03,2.05,4.2,6.91,No,Blue,Yes,1,13,48872.95436
No,256483.9589,1195.99,1.036083376,3,604.53,16.13,7.74,40.76,15.44,99.9,1.77,5.74,10,7.48,No,Red,No,1,20,198484.8755
No,172212.6478,876.96,1.246121341,1,69.8,48.48,4.92,119.1,58.1,96.39,1.61,3.11,6.7,7.35,No,Red,No,1,-2,69725.78945
No,197713.3609,959.11,2.013050113,2,105.58,29.51,6.4,54.42,41.94,94.94,2.73,2.33,7.13,7.26,No,Blue,No,2,21,141781.5838
No,243841.9274,614.09,1,4,522.41,50.68,4.37,30.04,7.57,88.72,1.66,5.93,2.05,6.48,No,Green,No,2,20,180602.2002
No,213261.663,550,1,1,332.63,41.13,2.88,25.43,15.4,99.9,1.39,0.29,4.47,6.31,No,Green,No,1,13,191617.3486
No,127557.7162,835.07,1.249329022,2,545.52,34.01,4.69,4.37,9.25,99.9,1.52,4.35,5.24,7.39,No,Red,Yes,1,9,54571.73477
No,228606.7365,1440.26,2.886889009,1,565.5,22.41,8.61,30.43,14.68,93.58,1.89,4.68,0.06,7.12,No,Green,No,1,6,167601.5968
No,237342.1587,1043.84,2.291495703,3,163.9,9.98,6.08,80.67,10.95,96.1,1.88,4.1,7.37,9.39,No,Blue,Yes,1,26,190821.858
No,155727.5636,550,2.341744799,2,554,4.07,5.95,3.69,3.12,92.4,1.98,6.56,5.1,4.48,Yes,White,No,2,16,146122.1421
No,273348.2032,646.13,2.232483995,3,573.88,9.66,7.11,71.64,23.97,95.35,1.47,3.06,1.54,3.96,Yes,White,No,1,16,159602.6435
No,214647.8654,945.11,3.420269913,2,415.9,19.51,6.7,15.62,9.86,95.08,1.89,3.91,3.24,6.45,No,Green,Yes,1,6,196599.0676
No,168317.69,620.57,1,2,341.6,36.93,4.09,5.2,50.86,98.69,2,2.99,10,6.53,No,Red,No,2,15,118589.5297
No,221652.5832,556.8,1.252063127,3,963.36,13.49,8.44,35.93,14.03,96.3,0.57,4.71,5.34,5.48,No,Yellow,No,1,8,114069.6882
No,202973.6518,1173.33,1.422041737,2,528.74,9.73,5.7,22.25,3.03,89.81,1.12,3.85,8.9,8.61,Yes,White,Yes,1,11,232790.0802
No,218687.5645,550,1.929955431,4,1187.59,57.55,5.62,25.94,32.52,88,2.09,0.42,5.94,6.73,Yes,White,No,1,-2,110500.4771
