ID,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Fireplace,HouseColor,Garage,Floors,Windows,PreviousSalePrice,IsLuxury
3647,271626.442,1381.83,1.982966373,3,768.86,6.93,8.27,38.1,2.17,96.32,1.69,7.72,6.65,6.37,No,Red,Yes,1,15,431628.5128,0
702,190732.4501,1185.85,3.06422595,2,389.82,49.18,8.07,0.21,10.85,89.4,1.21,7.24,6.62,5.65,No,Red,Yes,1,9,146537.4307,0
5000,183050.1678,676.56,2.629331952,1,552.24,30.05,5.22,12.6,18.77,91.51,2.24,5,8.67,8.92,No,Red,No,1,18,88357.67291,0
5987,220458.9936,901.6,1.452001866,3,628.48,25.15,8.26,19.82,15.34,99.9,0.67,6.1,4.74,5.39,No,Red,No,1,19,155406.0548,0
6179,187420.2746,585.81,2.0188942,2,873.1,59.58,5.41,93.09,0.59,91.52,0.91,2.81,5.71,4.09,No,Yellow,Yes,2,6,134750.1853,0
5853,198059.0707,941.24,3.155240375,3,616.89,11.42,10,73,13.75,97.38,1.73,3.51,2.65,6.24,No,White,No,1,13,154641.3518,1
6992,117951.9489,667.26,2.218261739,1,173.38,39.11,7.45,68.14,19.03,99.15,1.69,3.39,4.67,9.04,Yes,Yellow,Yes,1,18,41238.17882,0
3812,114505.5941,833.92,1,2,444.51,5.89,8.18,91.77,15.45,99.41,1.62,4.1,8.5,6.62,No,Red,No,1,7,30074.74031,0
6487,223352.04,641.56,2.468336933,3,515.97,22.57,7.85,24.86,43.79,99.9,1.31,3.18,5.82,4.37,Yes,Blue,No,1,19,316166.1518,0
6235,225923.8101,1013.37,3.631592588,3,680.55,9.15,9.39,64.02,11.07,90.67,1.51,6.17,6.18,5.23,No,Red,No,1,11,399524.6937,0
1741,260262.293,550,1,2,547.36,30.58,4.14,39.77,29.33,97.35,2.48,3.79,7.99,4.21,No,Yellow,No,1,20,281810.354,0
5154,146268.2679,550,2.567243569,2,447.96,29.21,4.81,48.11,15.24,98.08,1.34,2.4,9.2,3.89,No,Yellow,No,1,15,89371.89663,0
4447,246126.2233,767.17,1.881860216,3,398.64,34.73,5.52,21.4,6.3,97.08,1.76,6.1,7.38,6.35,No,White,No,1,23,250240.374,1
1131,150986.1489,550,1,2,603.45,26.64,5.04,54.07,40.13,89.58,1.79,0.57,0.66,6.16,No,Green,Yes,1,16,109311.4591,0
5755,142270.8916,566.9,2.554960145,3,871.89,80.58,6.16,10.08,2.83,91.08,1.77,3.62,3.46,6.33,No,Blue,Yes,1,17,84105.99162,0
4281,259413.6359,550,3.042368646,4,240.37,44.36,5.44,0.76,30.79,87.81,1.39,2.41,4.4,4.9,No,White,Yes,1,9,298070.1418,0
3070,211001.9668,799.86,1.377026893,2,405.79,12.91,8.53,79.72,5.26,99.9,1.61,3.39,8.07,5.57,No,Yellow,Yes,1,12,141135.9924,0
5364,138889.0292,956.85,1,2,517.38,8.61,6.14,75.24,6.85,97.72,0.81,7.62,9.49,5.41,No,Yellow,No,1,7,117395.2248,0
2620,105223.5852,550,2.107222655,2,62.64,63.69,4.39,63.64,27.59,82.41,1.43,1.73,4.41,4.31,Yes,Red,Yes,1,4,7345.598134,1
5287,179111.0641,1006.58,1,2,767.78,12.09,3.26,91.85,58.91,87.91,1.26,5.47,5.28,2.77,Yes,Red,Yes,1,6,152571.5274,0
1430,250219.6031,958.82,1.047291764,3,475.59,48.48,6.32,36.82,6.98,88.73,1.88,4.73,4.79,6,No,Yellow,No,1,13,167208.1095,1
5333,251924.3703,1645.47,1.552318321,1,911.68,22.7,10,87,16.97,99.9,1.06,7.36,6.53,9.9,No,Yellow,No,2,21,341715.2682,0
5530,175921.5956,1372.17,1.344599233,1,873.65,25.83,4.37,35.49,9.06,96.34,1.49,3.59,7.09,9.25,Yes,Yellow,No,2,20,169037.4984,1
1443,276745.1316,550,4.998606692,4,519.1,23.41,7.15,55.3,5.52,86.12,0.53,7.09,4.58,6.21,No,White,No,2,24,480559.1,0
2869,225552.1553,550,1.300354412,2,324.23,49.83,3.94,70.19,15.66,96.02,1.76,2.49,4.62,4.95,No,White,No,1,11,371648.4558,0
1370,122318.6077,550,1,3,628.14,10.55,4.65,59.46,14.52,88.53,1.24,0.62,7.68,4.84,No,Green,No,1,15,28432.10261,0
2507,263783.8958,991.12,2.694417042,4,337.75,14.97,6.42,59.7,36.56,84.24,1.16,5.13,4.59,6.24,No,White,Yes,1,18,439363.528,0
3677,141848.9918,629.97,1,3,102.9,59.2,5.54,113.3,13.36,98.05,1.12,2.48,2.37,5.21,Yes,White,No,1,16,75361.61746,0
6134,102952.0441,1688.74,2.099405174,2,108.4,43.37,3.92,48.56,27.05,82.71,2.23,0.63,0.05,3.11,Yes,Green,No,1,18,3553.746834,1
4892,167279.1021,1152.7,2.656206488,2,725.39,49.57,6.19,57.15,35.82,95.51,0.78,5.42,4.26,3.21,No,White,Yes,1,22,231907.9277,0
6122,277318.8698,1821.56,1.867427472,3,478.89,41.12,8.53,38.08,2.02,93.86,1.49,7.4,9.78,6.92,No,White,No,1,12,373974.9497,0
1076,112529.2773,550,1.27159703,2,12.93,19.18,4.74,33.46,19.83,86.3,1.92,3.95,1.82,4.16,No,Yellow,Yes,1,25,37069.30607,1
4866,216433.4357,782.82,1,4,741.57,18.11,7.25,74.09,18.7,92.02,1,5.7,0.79,2.6,Yes,Yellow,No,1,15,215878.5637,0
3117,113473.0186,574.11,1.761876553,3,513.85,38.11,8.99,73.78,27.57,86.02,2.05,4.9,5.47,8.11,No,Green,No,1,19,6834.437849,0
4194,105508.9037,732.31,1.605698581,1,617.27,37.07,7.01,97.95,4.47,98.74,1.07,3.85,5.69,6.14,No,Yellow,Yes,1,15,10130.27321,0
3943,278686.3938,1158.98,1,3,126.54,23.96,10,84.29,20.01,99.9,1.36,7.03,0.8,2.54,No,Yellow,Yes,1,8,164522.6787,0
5135,155829.2866,621.08,2.825453734,2,418.29,42.04,5.17,61.33,32.44,96.56,2.23,4.74,7.02,6.27,No,Blue,No,2,31,98052.37476,0
972,192581.5685,1122.2,1,2,207.03,8.49,5.17,28.57,13.84,85.73,0.82,4.11,5.88,7.14,No,White,No,2,28,102190.9602,0
4482,101049.8755,1160.18,1.059622618,2,397.18,31.83,5.17,68.72,49.47,93.25,1.68,3.61,2.02,7.4,Yes,Green,No,1,14,14217.99082,0
4024,188495.1353,1251.57,2.121843715,2,860.35,38.4,9.35,46.6,12.76,90.13,1.58,5.19,9.15,5.04,Yes,White,Yes,1,5,168781.1521,0
2273,183644.5634,991.61,1.616237939,3,630.77,26.79,6.92,3.28,28.1,96.33,2.02,3.39,7.22,6.31,No,Red,No,1,8,100327.5164,0
4100,144701.5746,638.03,1,3,795.57,33.65,8.44,43.74,31.42,94.1,1.91,3.28,4.85,6.63,No,White,Yes,1,7,121966.0905,0
4605,133195.6287,550,1.503746425,3,185.79,29.97,8.27,138.4,47.85,92.38,2.45,4.72,6.35,5.39,No,Red,Yes,1,16,101077.8511,0
5650,221955.555,550,1.837848466,3,210.65,53.64,5.56,58.79,36.66,87.7,1.95,3.91,4.46,3.77,No,Blue,No,1,20,116173.9285,0
6720,208841.2735,847.12,1.779418392,2,430.48,14.9,7.37,124.71,18.6,88.31,2.33,6.37,3.16,3.12,No,White,No,1,9,95786.87268,1
4461,180416.2472,1018.92,1,1,1069.2,60.88,3.63,78.78,39.49,96.42,1.91,3.53,1.49,7.45,No,White,No,2,60,110643.4367,0
935,147432.4916,610.18,1,3,323.85,39.15,6.47,64.11,48.7,94.75,1.42,3.99,3.41,3.15,Yes,White,Yes,1,8,138455.4232,0
6448,172426.9023,617.7,1.357642139,2,337.07,51.47,3.81,77.58,22.41,91.94,0.97,4.86,1.67,3.7,No,Green,No,1,21,94243.94994,0
1654,125330.8811,1000.46,1,2,354.08,37.13,8.46,18.18,26.4,99.9,0.96,6.77,6.02,4.06,No,White,No,1,2,75254.66871,0
2145,124786.2402,988.32,1.308992909,3,773.65,41.29,7.05,89.12,15,99.37,1.39,3.18,5.41,3.36,No,Red,No,1,13,62001.95613,0
1820,111564.0417,550.7,1.554924069,4,382.35,12.08,6.22,12.73,7.55,88.78,1.92,1.29,6.69,8.14,No,Yellow,No,1,17,21940.25647,0
3101,186836.4341,550,2.353794177,3,321.57,51.56,8.12,110.66,24.62,96.84,0.75,2.71,3.69,4.91,Yes,Green,No,1,8,63898.98939,0
4545,215501.7223,1213.01,1.818171351,4,451.41,33.95,8.01,102.68,7.17,99.9,1.48,5.84,5.93,6.2,No,Green,No,1,13,306063.4177,0
2591,244824.7969,1360.15,3.029874969,2,301.75,26.9,6.57,21.62,11.47,91.24,1.58,5.4,2.8,4.74,Yes,Yellow,No,1,15,328402.3993,0
376,245087.8371,1010.8,1.647701768,2,489.74,5.04,5.97,69.94,18.03,90.33,1.9,5.6,2.8,6.93,Yes,White,No,1,9,202999.5634,0
845,121486.5873,956.19,1,4,620.13,6.59,7.24,70.15,3.54,95.85,1.29,4.81,2.13,7.92,No,Red,No,1,9,40293.74876,0
1283,231338.412,890.36,2.442325249,4,495.31,48.44,8.65,49.25,8.52,94.99,1.27,5.42,4.64,4.04,No,Yellow,No,1,9,265652.2489,0
6583,170764.9409,1013.29,1,2,48.9,38.19,6.09,103.3,17.95,86.94,0.66,2.64,3.42,3.52,No,Red,No,1,13,142606.9605,0
2638,115547.1564,550,1.977646983,2,90.87,26.54,5.32,26.72,10.95,99.26,0.88,4.78,4.77,6.13,Yes,Red,No,1,13,22034.76737,0
6240,273277.7833,609.19,1.954840203,3,614.34,56.53,7.3,28.21,13.23,99.9,0.77,6.92,4.91,5.23,No,Blue,No,2,7,205016.2211,0
4491,142984.178,550,2.107269413,3,164.88,38.5,5.04,109.05,25.7,95.18,1.33,0.83,5.93,4.81,No,White,No,1,18,113890.5036,0
3835,156312.4717,550,1.630736148,3,683.55,34.79,3.92,67.31,18.35,92.99,1.59,0.86,6.94,4.81,No,Red,Yes,1,12,131603.6608,0
1564,189156.7895,550,1.712805655,1,883.76,53.94,6.33,9.79,3.3,90.46,1.61,1.64,8.03,5.34,Yes,Blue,Yes,1,5,86611.44972,0
3099,214915.6692,1571.91,1,2,151.85,17.47,5.02,80.12,8.04,93.43,1.36,4.54,0.68,3.85,Yes,Red,No,2,20,186120.6791,0
1151,170448.1784,1067.85,1,2,429.77,19.06,5.16,30.9,5.59,95.51,1.68,6.22,10,6.49,No,White,No,1,4,172031.378,0
1596,247148.1142,1073.95,3.209491202,3,663.46,36.18,7.35,59.85,15.17,94.52,1.07,6.17,7.08,6.2,No,White,No,1,5,330775.3341,0
2796,116963.4581,550,2.162152172,2,399.1,17.64,7.23,56.52,17.41,99.9,1.13,4.02,10,7.24,No,Green,Yes,1,17,56196.92906,0
6817,272557.0395,768.35,2.609231756,3,740.02,24.76,6.97,31.93,0.9,94.12,0.66,3.1,3.01,7.19,No,Yellow,No,1,11,267242.6338,0
2709,220143.6872,1335.59,1.605689015,2,566.17,36.23,9.46,5.54,31.97,97.01,1.27,4.66,6.39,3.02,Yes,Yellow,No,2,24,224453.3926,1
305,225922.8165,550,1.748900641,4,834.41,35.69,4.19,14.31,9.29,99.9,1.42,4.12,4.94,4.69,No,Yellow,No,1,10,243369.611,1
5021,110450.8527,550,1.748030335,3,116.54,38.98,4.77,152.41,34.54,81.76,1.66,0.75,0.02,3.39,No,Green,Yes,2,37,13346.80843,0
5944,112542.6906,583.35,1,2,537.69,52.92,6.21,28.93,29.88,97.11,1.56,5.79,7.91,5.42,Yes,Red,No,1,16,28056.36613,0
6248,191146.8081,764.78,2.910474203,2,243.89,55.28,5.93,6.86,15.07,93.93,1.27,4.21,5.89,2.04,No,Red,Yes,1,13,241279.5678,0
4998,150183.814,550,3.951180911,2,448.54,46.8,6.62,97.74,18.25,95.62,1.15,5.77,3.86,7.48,No,Green,No,1,7,68378.91895,0
1264,205001.7894,550,2.949512557,2,468.29,7.65,6.49,92.63,20.29,91.38,1.21,6.82,5.54,7.85,No,Red,No,1,22,160988.9713,0
726,108692.1363,614.58,1,2,207.28,37.4,8.37,77.09,10.8,98.25,2.64,6.49,3.97,4.47,No,Blue,No,1,26,6235.488942,0
584,273784.2413,788.46,1.667615282,4,552.26,15.75,7.29,71.52,21.6,96.97,2.35,3.81,7.14,7.8,No,Red,No,2,44,181671.4879,0
555,134583.2515,550,1.242729989,3,715.05,6.03,7.04,36.97,34.52,97.55,1.57,3.1,7.4,6.41,Yes,White,Yes,1,16,54874.10554,0
6737,202583.5174,1030.28,1,4,530,1.22,7.91,35.43,6.55,96,1.37,4.38,10,10,No,Green,No,1,17,232441.8575,1
5393,254840.1404,1022.56,1.719061818,3,588.03,42.6,9.69,66.28,38.63,96.55,1.18,6.62,6.08,3.62,No,Green,Yes,1,15,296868.324,0
4804,160304.1753,748.56,1,4,861.18,46.92,8.99,52.77,35.37,93.94,1.14,4.81,10,7.06,Yes,White,No,2,28,160492.2693,0
6405,195620.7025,823.43,1.045248324,3,723.64,13.51,8.06,5.04,30.86,96.3,1.3,5.39,8.13,5.61,No,Blue,No,1,12,93361.72987,0
4507,241697.619,980.17,1.799254386,4,609.2,34.9,4.58,85.98,19.5,85.14,0.65,7.6,7.87,7.09,No,Green,No,1,18,217650.6843,0
1265,183397.9195,550,1,3,266.9,20.45,7.07,15.94,13.91,96.25,1.65,4.67,5.96,5.56,No,White,No,1,17,170968.988,0
3847,182105.3596,1025.57,2.540399748,1,81.44,35.25,7.5,8.32,12.64,92.93,0.53,6.51,8.65,6.57,No,White,Yes,1,8,142722.0924,0
5504,204115.2013,879.8,1.315377058,2,429.24,44.64,6.96,62.15,11.38,99.9,1.19,4.69,2.59,5.6,No,White,Yes,1,15,104802.2627,0
693,227381.0904,599.5,1.943180052,4,267.64,19,6.79,33.63,9.61,97.69,1.52,3.7,7.35,6.52,Yes,Green,No,1,28,135425.4057,1
5694,109774.3255,1021.4,1,2,493.09,16.5,5.93,16.08,1.45,91.01,2.04,2.88,0.76,4.04,No,Green,No,1,14,26257.32408,0
6934,266620.3033,834.4,1.739441341,3,424.69,13.5,8.85,11.2,32.79,90.09,1.79,4.01,4.88,5.72,No,White,Yes,1,20,218176.661,0
1100,136396.0182,992.02,1,3,703.47,23.18,4.86,50.96,18.7,96.88,2.72,6.05,6.31,5.43,No,White,No,2,6,112762.2769,0
1949,176632.1144,550,2.023577216,3,287.07,75.52,5.88,38.38,27.6,94.73,1.73,2.73,9.49,8.16,No,Green,Yes,1,13,106830.2166,0
1903,128945.4664,550,1.650099339,2,385.94,36.21,5.55,22.54,21.49,99.33,1,3.09,0.39,0.9,No,White,Yes,1,9,88964.78316,0
3590,253190.5315,1121.1,2.146539487,4,437.81,43.68,7.91,22.44,9.42,99.9,2.05,6.36,4.29,6.38,No,Blue,Yes,1,2,234191.1484,0
3399,131922.3499,550,1.773790529,3,104.81,63.77,5.72,19.7,5.69,93.49,1.55,3.18,4.86,6.47,Yes,White,No,1,23,40861.62206,0
5553,113517.1348,702.7,1,2,575.39,49.19,6.45,67.05,16.64,88.14,2.17,4.12,3.45,1.16,Yes,Red,No,1,17,42864.62269,0
3018,207001.6902,735.91,1,3,8.39,17.49,2.6,41.07,34.62,93.71,1.44,2.69,1.51,3.88,No,Red,No,1,9,125583.754,0
5439,246206.4743,550,2.805610068,3,94.14,39.33,8.63,96.84,30.45,99.9,1.18,8.44,0.79,6.16,No,Blue,No,1,7,231051.7869,0
5827,223043.4874,576.58,1.044603612,3,844.2,30.3,3.48,92.49,16.91,93.64,0.86,4.62,8.48,7.99,No,Yellow,Yes,1,20,127580.1433,1
5410,120021.2617,550,1.422506502,4,641.16,41.81,8.73,93.13,45.79,98,1.73,4,7.62,7.99,No,Green,No,1,20,110360.0506,0
6024,246305.3703,550,2.481263984,4,874.96,43.64,7.26,79.61,28.11,91.07,1.32,4.55,3.6,3.83,No,Green,No,1,15,126645.2457,0
2852,273769.0828,1473.2,4.342154715,3,323.36,31.79,9,54.82,25.87,84.95,2.1,8.31,3.79,5.78,No,White,No,1,11,460532.137,0
2153,268779.6379,819.25,1.302362825,4,433.41,28.49,8.11,9.19,12.34,90.43,2.7,5.75,5.15,5.82,Yes,Red,No,1,10,168930.8184,0
5416,228320.9626,765.54,3.424821523,3,65.01,39.42,8.27,44.85,32.29,88.74,1.88,5.43,10,9.92,No,Blue,No,1,22,253982.881,0
4416,142999.6151,550,1,3,419.54,57.21,2.7,67.94,21.2,97.79,1.68,4.58,5.91,8.04,No,White,Yes,1,14,37194.15316,0
4548,214925.2506,955.53,2.08740135,4,551.57,40.47,8.2,129.1,15.78,99.9,1.61,4.91,7.27,2.14,No,Red,No,1,10,337922.5119,1
3414,158687.2579,550,3.037275589,2,95.2,18.75,7.06,29.56,15.8,85.79,1.08,4.48,2.21,5.18,No,Blue,No,1,10,63792.0516,0
5247,237711.8506,749.78,1.214083382,3,502.64,20.61,5.77,71.09,38.74,83.99,1.38,3.33,1.78,6.94,No,White,No,1,9,133838.7142,1
6753,109704.9949,550,1.012337491,3,458.54,9.9,9.15,69.79,23.34,95.24,1.76,6.59,1.77,3.97,Yes,Yellow,No,2,31,12739.11552,0
2793,131037.3002,550,1,3,113.08,18.03,6.88,72.38,28.31,93.63,1.14,3.84,5.14,5.31,Yes,Yellow,Yes,1,22,46733.01365,0
224,129221.7779,1316.02,1.368247982,1,377.5,30.89,3.96,86.61,7.37,99.9,2.05,2.43,5.07,2.74,No,Green,Yes,1,8,38434.12672,0
1328,186050.0754,550,1.193013284,3,803.59,27.49,7.55,7.29,12.97,95.66,1.25,6.15,9.79,8.18,Yes,Blue,No,1,23,135249.7958,0
2146,178832.3372,834.54,1.867174187,3,1030.56,12.35,5.1,18.63,40.37,95.94,1.17,4.49,2.99,8.2,No,Red,No,1,15,269936.4519,0
2453,223723.5155,680.49,2.059072256,2,568.21,24.67,9.62,71.73,0.43,89.1,1.62,5.07,6.93,6.43,No,Blue,Yes,1,21,141064.1893,0
6614,201344.7585,960.93,2.067019323,2,324.38,39.09,4.95,9.77,19.44,93.71,1.22,1.64,3.33,4.02,No,White,No,1,9,120729.1674,0
5200,202571.4329,1286.47,2.110509734,2,341.25,42.57,5.03,43.89,9.41,95.35,1.03,5.31,0.21,2.82,No,Yellow,Yes,1,17,204739.2843,0
3442,212120.0921,550,2.820423083,4,447.98,53.27,9.39,29.22,28.28,89.1,2.13,6.84,1.97,4.1,Yes,Green,Yes,1,15,83590.6379,0
6999,151679.9536,888.38,1.890474811,1,594.27,43.99,3.65,32.41,33.17,83.93,2.6,0.42,0.1,3.57,No,Green,No,1,25,152533.6647,0
6413,147636.2983,824.72,2.084032692,2,202.39,50.74,8.82,94.81,29.98,83.95,1.39,4.26,7.36,3.55,No,Blue,No,1,15,65538.52797,0
6018,212176.5091,747.71,2.584191937,3,499.61,4.35,7.73,128.85,8.86,93.02,1.26,5.88,10,10,No,Green,No,1,10,137578.3341,1
1736,98488.29438,550,2.527090512,2,859.6,38.34,5.51,17.73,0.26,99.11,1.3,4.84,5.13,7.79,No,Yellow,No,1,16,-1965.596887,0
5479,272823.1207,550,2.572631555,4,237.74,51.63,9.86,20.72,3.18,95.76,1.54,4.96,10,4.43,Yes,Green,No,1,18,216617.924,0
1526,168532.7932,768.03,1.711265999,3,647.89,33.47,6.09,17.75,50.11,87.96,1.9,3.18,0.62,4.35,No,Yellow,No,1,10,168849.9977,1
3950,99924.2893,884.98,2.001241365,2,618.22,50.67,3.4,32.41,26.17,97.05,1.63,2.12,3.68,4.14,No,Yellow,No,1,-4,24064.32264,0
1965,161248.7798,556.89,1.033350435,2,715.67,12.97,5.55,36.6,8.29,89.99,1.68,2.88,9.45,6.94,Yes,Red,No,1,10,87166.50157,0
4975,184261.1924,755.85,1.933425922,2,470.39,50.19,2.9,4.15,38.3,94.38,2.98,3.34,4.87,5.6,No,Blue,No,1,10,94538.71523,0
6346,138047.5627,679.42,1.324548657,2,622.02,11.39,6.62,44.3,28.79,99.76,1.89,5.3,4.69,8.77,Yes,Red,No,1,19,61486.69821,0
5745,130765.982,985.17,1.010491793,2,1033.66,40.12,5.15,51.07,3.45,92.75,1.39,3.2,5.65,5.61,No,White,No,1,14,35235.58648,0
5765,185241.968,1378.95,1.624957285,3,421,22.48,7.93,105.32,15.02,98.36,0.96,7.54,6.92,6.14,Yes,White,Yes,1,22,233919.3775,0
1442,272175.1689,550,1,3,78.01,38.2,6.34,23.61,11.65,87.43,1.72,6.5,7.17,8.28,No,Green,Yes,1,9,204425.7091,0
2954,234171.1958,550,2.623655516,3,692.51,46.01,7.65,31.68,18.58,96.22,0.7,5.95,5.73,8.45,No,Red,No,1,22,219823.9723,0
2436,105902.3322,550,1,3,251.84,50.61,6.16,60.57,9.75,92.34,1.78,3.6,6.87,9.23,No,White,No,1,5,27035.13747,0
709,234564.8609,934.7,2.47374336,3,490.73,29.8,6.09,20.31,15.81,92.47,2.19,4.21,0.65,4.15,Yes,Green,No,1,21,280626.4736,0
2818,218988.0487,550,2.781420233,2,899.21,4.96,4.74,7.26,11.16,95.25,1.36,3.78,6.72,6.94,Yes,Yellow,No,1,22,227060.8728,0
6628,178287.6262,1275.64,1.165589586,3,514.5,18.05,8.55,46.18,13.27,99.84,1.63,8.86,9.86,7.84,No,Yellow,No,1,10,159001.4417,0
795,123699.6303,550,1,2,419.16,24.11,7.56,7,13.14,91,2.09,2.77,3.51,1.39,Yes,Blue,Yes,1,11,55537.75231,0
2301,189396.4227,1068.86,2.105990217,3,190.67,10.09,7.06,23.14,14.36,96.08,2.72,3.31,5.69,6,Yes,Green,No,1,2,103584.0956,0
4161,180417.0395,550,2.618337523,2,809.64,33.09,5.8,40.11,44.1,99.9,1.86,5.14,9.01,6.51,No,White,Yes,1,20,130176.5017,0
5992,99796.15875,550,3.018787009,2,424.57,18.32,5.71,78.62,32.93,99.9,0.61,2.11,1.55,6.61,No,Green,Yes,1,16,20092.31553,0
6138,215794.7062,550,2.650587996,4,286.37,52.6,7.16,29.38,34.69,93.11,1.67,3.98,3.32,0.88,No,Red,No,1,18,303386.8793,1
4001,133338.4679,672.57,1.378387382,4,128.28,22.59,9.14,76.08,32.85,89.02,1.55,1.86,4.78,5.07,No,Red,Yes,1,20,64800.0776,0
2281,126781.413,579.44,1.1366348,2,511.53,43.53,7.57,46.21,8.27,90.16,1.52,3.62,7.11,5.3,No,White,No,1,14,42451.65761,0
4426,114903.9616,550,1.699246646,2,130.27,2.44,7.42,54.68,26.91,87.55,1.38,3.2,6.96,5.29,No,Blue,No,1,16,81728.58496,0
3487,222754.4147,901.84,1,3,280.13,43.2,5.75,55.74,20.29,89.06,1.43,6.07,4.09,6.85,Yes,White,No,1,10,203659.1809,0
3218,267017.7293,1037.16,2.351761951,3,418.67,76.57,4.66,67.21,14.09,92.05,1.61,2.47,2.55,1.77,No,White,No,1,17,242113.6459,1
2771,138736.0991,1182.5,1,2,456.78,35.23,4.67,39.73,31.3,95.51,1.52,1.18,1.11,4.67,Yes,Yellow,No,1,14,79471.8968,0
4438,165472.5762,962.42,1,3,318.97,22.09,6.91,18.1,11.18,99.25,1.79,6.92,0.93,3.54,Yes,Blue,No,1,13,121704.3417,0
2905,182751.0539,1245.26,1.842217854,1,116.53,51.9,6.72,69.73,1.5,91.22,2.29,4.96,2.35,6.18,No,Blue,No,1,18,89342.32242,1
1440,210158.5888,550,1.455695646,5,734.97,42.68,7.21,39.9,11.18,91.14,2,4.53,5.76,6.04,Yes,White,No,1,16,182313.1519,0
2479,107131.8222,550,2.118715136,2,780.34,44.25,1.39,78.83,19.04,97.08,2.07,0.82,9.97,7.03,No,Blue,No,1,17,19005.8778,0
4930,216518.4468,1507.57,2.609054305,3,171.64,27.28,8.01,74.21,1.79,87.27,1.83,5.95,8.69,8.6,No,Yellow,No,1,20,327978.5253,0
5110,146353.5765,560.16,1,4,414.34,13.85,2.97,20.8,24.21,94.9,1.61,3.75,6.47,4.24,No,White,No,2,26,73665.96697,0
4244,214815.5527,895.96,2.330410149,3,705.96,2.17,5.68,55.01,3.77,95.34,1.81,7.48,6.66,6.56,No,Red,Yes,1,15,228908.9864,0
4275,153869.4399,918.52,1,1,914.78,19.65,3.53,67.74,30.11,94.24,1.5,2.81,0.15,6.17,Yes,Yellow,Yes,1,21,57468.5458,0
6783,242666.8636,942.63,1.341872761,3,628.54,40.96,8.25,61.55,10.03,98.32,1.53,4.3,7.27,4.65,No,Green,No,1,8,171620.7794,1
5183,258264.0576,1324.79,2.969589023,2,445.99,56.28,8,36.69,39.55,89.09,1.32,6.21,10,8.07,No,White,No,1,16,435934.1944,0
6074,259348.0402,557.42,2.316480357,2,471.9,12.1,6.37,33.49,22.78,93.52,1.58,4.79,10,7.33,No,Blue,No,1,31,138152.7933,0
5039,201157.2822,1145.91,2.667758808,3,561.14,23.37,5.76,89.58,34.89,94.33,2.77,8.06,8.21,6.43,No,Blue,Yes,1,17,213036.8585,0
6800,242803.9532,709.22,2.003645045,4,488.94,47.73,5.47,31.88,0,89.78,0.97,6.13,6.11,5.2,No,Yellow,No,1,11,311456.5819,0
5630,126372.039,882.35,2.508779318,2,663.78,38.72,6.22,90.68,16.03,91.56,1.84,3.46,2.39,6.29,No,Green,No,1,11,79451.59788,1
2668,214175.3206,1098.04,1,3,734.54,31.86,8.11,52.24,2.07,91.29,2.01,1.55,9.79,8.82,Yes,Green,No,1,9,191986.2025,0
5046,187448.5882,875.26,1.63919778,2,557.67,16.5,6.51,65.41,4.36,96.5,1.26,3.46,4.43,5.16,No,Red,No,1,20,90195.87773,0
1590,127203.659,1019.29,2.759608856,1,213.36,46.16,5.72,44.75,44.77,96.64,1.26,5.16,10,7.66,No,White,No,2,19,59072.23737,0
6374,277613.6908,1839.78,2.188693987,2,970.42,13.55,9.7,46.37,40.66,99.9,0.61,3.88,3.01,5.54,No,Yellow,No,1,27,295321.6701,0
6901,164784.6152,550,1,3,747.1,21.83,6.91,2.05,7.37,93.09,1.76,3.72,4.32,5.14,No,Blue,No,1,16,164331.3564,0
2655,114524.9105,550,1,2,26.76,20.67,5.96,64.53,33.09,98.16,1.69,1.5,4.64,3.07,No,Red,Yes,1,6,18891.78121,1
1617,167488.2899,550,2.899609492,2,255.02,5.94,7.77,73.39,28.17,96.21,1.49,5.49,4.45,6.03,Yes,White,No,1,3,114430.5402,0
2460,261593.4921,550,2.432889702,3,196.21,30.02,3.64,4.38,13.8,87.73,2.05,7,8,6.37,No,Green,Yes,1,16,182241.1725,0
2585,191999.5385,1004.32,2.949058372,2,493.74,50.91,6.83,72.78,25.3,91.29,0.8,3.24,2.41,3.64,No,White,No,1,20,250193.7114,0
3545,146723.0108,843.57,1.312093736,2,540.72,47.61,5.9,66.24,32.61,90.69,1.19,6.05,9.84,8,Yes,Blue,No,2,41,56464.73526,0
606,145540.6955,859.02,1.479502689,3,471.27,41.98,6.56,44.95,17.82,99.9,0.8,4.2,10,10,No,Yellow,Yes,1,20,108906.1765,0
2465,212750.9135,1492.61,1.835527414,3,544.93,25.74,6.68,57.18,21.06,94.44,1.43,4.32,3.5,3.98,No,Green,Yes,1,20,248286.9784,0
3660,254403.7403,864.82,1.028008367,3,429.09,44.84,3.34,59.61,14.3,90.06,1.74,3.64,1.05,4.17,No,Yellow,Yes,1,13,193087.4171,1
3446,129485.9721,752.01,1,4,660.36,43.6,9.03,18.97,1.83,95.47,2.39,4.89,2.9,4.8,No,Red,No,1,22,100087.3446,0
616,185176.1107,866.59,1,4,443.86,38.24,6.31,20.68,8.41,90.22,0.86,2.87,0.35,3.18,No,Yellow,No,1,5,212913.9279,0
